Recording,Site,Day,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),File Offset (s),Begin File,Begin Path,Begin Date Time,species,background,exclusion code
6C,6,C,552,Spectrogram 1,1,2682.137928,2683.353205,2559.1,4409.4,2682.138,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2682.138,DCGR,1,0
6C,6,C,573,Spectrogram 1,1,2770.658077,2771.49141,2556.4,4172.9,2770.658,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2770.658,DCGR,1,0
6C,6,C,587,Spectrogram 1,1,2804.338621,2805.467093,2680,4360,2804.339,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2804.339,DCGR,,0
6C,6,C,605,Spectrogram 1,1,2850.621264,2851.541403,2791.7,4500,2850.621,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2850.621,DCGR,1,0
6C,6,C,606,Spectrogram 1,1,2835.360853,2836.680297,2754.2,4533.9,2835.361,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2835.361,DCGR,1,0
6C,6,C,610,Spectrogram 1,1,2862.613372,2863.82865,2669.5,4237.3,2862.613,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2862.613,DCGR,,0
6C,6,C,617,Spectrogram 1,1,2878.655033,2879.401561,2560,3880,2878.655,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2878.655,DCGR,,0
6C,6,C,619,Spectrogram 1,1,2884.609892,2885.634198,2640,4320,2884.61,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2884.61,DCGR,,0
6C,6,C,626,Spectrogram 1,1,2898.149491,2899.191158,2591.2,4452.6,2898.149,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2898.149,DCGR,,0
6C,6,C,628,Spectrogram 1,1,2904.902961,2907.246711,2335.8,4489.1,2904.903,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2904.903,DCGR,,0
6C,6,C,634,Spectrogram 1,1,2916.135596,2917.038374,2542.4,4449.2,2916.136,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2916.136,DCGR,,0
6C,6,C,635,Spectrogram 1,1,2920.823095,2921.639067,2500,4449.2,2920.823,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2920.823,DCGR,,0
6C,6,C,638,Spectrogram 1,1,2925.753649,2926.673787,2754.2,4406.8,2925.754,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2925.754,DCGR,1,0
6C,6,C,652,Spectrogram 1,1,2960.959907,2961.827962,2737.2,4452.6,2960.96,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,2960.96,DCGR,,0
6C,6,C,714,Spectrogram 1,1,3088.698792,3089.792542,3029.2,4270.1,3088.699,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3088.699,DCGR,1,0
6C,6,C,715,Spectrogram 1,1,3072.48352,3073.594631,2773.7,4233.6,3072.484,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3072.484,DCGR,1,0
6C,6,C,729,Spectrogram 1,1,3110.417535,3111.459201,2760,4440,3110.418,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3110.418,DCGR,,0
6C,6,C,730,Spectrogram 1,1,3115.990449,3116.927949,2920,4520,3115.99,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3115.99,DCGR,,0
6C,6,C,741,Spectrogram 1,1,3155.478274,3156.641468,2480,4560,3155.478,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3155.478,DCGR,,0
6C,6,C,743,Spectrogram 1,1,3162.00605,3163.065077,2680,4440,3162.006,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3162.006,DCGR,,0
6C,6,C,756,Spectrogram 1,1,3222.715771,3223.444938,3080,4360,3222.716,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3222.716,DCGR,,0
6C,6,C,761,Spectrogram 1,1,3195.406753,3196.552586,2881.4,4364.4,3195.407,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3195.407,DCGR,,0
6C,6,C,762,Spectrogram 1,1,3189.625505,3190.719255,2457.6,4152.5,3189.626,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3189.626,DCGR,,0
6C,6,C,764,Spectrogram 1,1,3184.764396,3185.840784,2245.8,4067.8,3184.764,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3184.764,DCGR,,0
6C,6,C,772,Spectrogram 1,1,3227.819946,3229.174112,2627.1,4703.4,3227.82,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3227.82,DCGR,,0
6C,6,C,786,Spectrogram 1,1,3210.387338,3211.359559,2200,3960,3210.387,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3210.387,DCGR,1,0
6C,6,C,787,Spectrogram 1,1,3215.890808,3216.741502,2680,4080,3215.891,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3215.891,DCGR,1,0
6C,6,C,795,Spectrogram 1,1,3243.579708,3244.725541,2669.5,4279.7,3243.58,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3243.58,DCGR,1,0
6C,6,C,797,Spectrogram 1,1,3249.985955,3251.253316,2415.3,4194.9,3249.986,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3249.986,DCGR,,0
6C,6,C,800,Spectrogram 1,1,3255.315815,3256.305398,2754.2,4661,3255.316,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3255.316,DCGR,,0
6C,6,C,806,Spectrogram 1,1,3266.3922,3267.624838,2600,4160,3266.392,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3266.392,DCGR,,0
6C,6,C,811,Spectrogram 1,1,3298.056792,3298.994292,2664.2,4562,3298.057,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3298.057,DCGR,,0
6C,6,C,816,Spectrogram 1,1,3283.230409,3283.907492,2810.2,4160.6,3283.23,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3283.23,DCGR,1,0
6C,6,C,826,Spectrogram 1,1,3325.574144,3330.244281,2440,4160,3325.574,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3325.574,DCGR,,0
6C,6,C,829,Spectrogram 1,1,3336.320668,3337.223446,2600,4600,3336.321,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3336.321,DCGR,,0
6C,6,C,840,Spectrogram 1,1,3364.704012,3365.919289,2711.9,4491.5,3364.704,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3364.704,DCGR,1,0
6C,6,C,844,Spectrogram 1,1,3383.957477,3384.964422,2360,4400,3383.957,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3383.957,DCGR,,0
6C,6,C,848,Spectrogram 1,1,3388.315115,3389.721364,2680,4200,3388.315,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3388.315,DCGR,,0
6C,6,C,850,Spectrogram 1,1,3398.1415,3399.079,2680,4320,3398.142,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3398.142,DCGR,,0
6C,6,C,852,Spectrogram 1,1,3403.816519,3404.875546,2737.2,4343.1,3403.817,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3403.817,DCGR,,0
6C,6,C,869,Spectrogram 1,1,3457.442909,3466.24499,2554.7,4270.1,3457.443,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3457.443,DCGR,,0
6C,6,C,886,Spectrogram 1,1,3571.972057,3573.135251,2760,4360,3571.972,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3571.972,DCGR,,0
6C,6,C,888,Spectrogram 1,1,3540.357484,3541.53804,2669.5,4194.9,3540.357,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3540.357,DCGR,,0
6C,6,C,889,Spectrogram 1,1,3548.135259,3549.038037,2584.7,4745.8,3548.135,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3548.135,DCGR,,0
6C,6,C,890,Spectrogram 1,1,3554.159563,3555.37484,2288.1,4576.3,3554.16,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3554.16,DCGR,,0
6C,6,C,901,Spectrogram 1,1,3589.330536,3590.389564,2480,4000,3589.331,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3589.331,DCGR,,0
6C,6,C,907,Spectrogram 1,1,3508.360398,3509.33262,2796.6,4322,3508.36,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3508.36,DCGR,,0
6C,6,C,1117,Spectrogram 1,1,3128.868036,3135.430534,2623,4180.3,3128.868,S-06-319_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 06/S-06-319_000/S-06-319_2019-01-31/S-06-319_20190131_100007.wav,3128.868,DCGR,,0
10A,10,A,209,Spectrogram 1,1,1593.018373,1593.990595,2401.6,3976.4,1593.018,S-10-309_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 10/S-10-309_000/S-10-309_2019-01-16/S-10-309_20190116_100007.wav,1593.018,DCGR,1,0
10A,10,A,819,Spectrogram 1,1,2049.958198,2051.104031,1926.2,3729.5,2049.958,S-10-309_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 10/S-10-309_000/S-10-309_2019-01-16/S-10-309_20190116_100007.wav,2049.958,DCGR,,0
10A,10,A,820,Spectrogram 1,1,2071.555413,2072.77069,2254.1,3770.5,2071.555,S-10-309_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 10/S-10-309_000/S-10-309_2019-01-16/S-10-309_20190116_100007.wav,2071.555,DCGR,1,0
10A,10,A,864,Spectrogram 1,1,2277.386869,2278.827841,2496.1,3660.5,2277.387,S-10-309_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 10/S-10-309_000/S-10-309_2019-01-16/S-10-309_20190116_100007.wav,2277.387,DCGR,1,0
1B,1,B,1230,Spectrogram 1,1,3019.046785,3042.449555,1507.9,4960.3,3019.047,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3019.047,DHPA,,7
1A,1,A,169,Spectrogram 1,1,1431.343,1432.540916,272.1,714.3,1431.343,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,1431.343,DOSP,,6.1
1A,1,A,859,Spectrogram 1,1,1769.281,1934.583248,360.4,746.3,1769.281,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,1769.281,DOSP,,6.1
1A,1,A,1213,Spectrogram 1,1,2475.209,2475.625667,315,708.7,2475.209,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2475.209,DOSP,,6.1
1A,1,A,1221,Spectrogram 1,1,2508.592,2508.991305,236.2,708.7,2508.592,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2508.592,DOSP,,6.1
1A,1,A,1224,Spectrogram 1,1,2487.657,2488.004222,118.1,787.4,2487.657,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2487.657,DOSP,,6.1
1A,1,A,1225,Spectrogram 1,1,2480.539,2480.938305,196.9,669.3,2480.539,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2480.539,DOSP,,6.1
1A,1,A,1228,Spectrogram 1,1,2527.457,2533.286202,323.9,593.8,2527.457,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2527.457,DOSP,1,6.1
1A,1,A,1229,Spectrogram 1,1,2521.45,2521.849305,196.9,669.3,2521.45,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2521.45,DOSP,1,6.1
1A,1,A,1230,Spectrogram 1,1,2515.357,2515.756305,236.2,708.7,2515.357,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2515.357,DOSP,1,6.1
1A,1,A,1231,Spectrogram 1,1,2492.614,2493.013305,275.6,748,2492.614,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2492.614,DOSP,1,6.1
1A,1,A,1232,Spectrogram 1,1,2539.573,2539.972305,196.9,669.3,2539.573,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2539.573,DOSP,1,6.1
1A,1,A,1233,Spectrogram 1,1,2544.677,2545.076305,275.6,748,2544.677,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2544.677,DOSP,1,6.1
1A,1,A,1234,Spectrogram 1,1,2550.563,2550.962305,236.2,708.7,2550.563,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2550.563,DOSP,1,6.1
1A,1,A,1240,Spectrogram 1,1,2556.11,2562.114876,275.6,647.7,2556.11,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2556.11,DOSP,1,6.1
1A,1,A,1261,Spectrogram 1,1,2638.66,2639.354444,236.2,708.7,2638.66,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2638.66,DOSP,1,6.1
1A,1,A,1378,Spectrogram 1,1,2652.941,2821.5523,315.3,803.5,2652.941,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2652.941,DOSP,,6.1
1A,1,A,1383,Spectrogram 1,1,3053.831,3054.36498,40.2,843.7,3053.831,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,3053.831,DOSP,,6.1
1A,1,A,1384,Spectrogram 1,1,3045.223,3045.934974,80.4,883.9,3045.223,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,3045.223,DOSP,,6.1
1A,1,A,1391,Spectrogram 1,1,1686.924,1742.080231,333.3,710.6,1686.924,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,1686.924,DOSP,,6.1
1A,1,A,1422,Spectrogram 1,1,2399.458,2400.629875,199,572.1,2399.458,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2399.458,DOSP,,6.1
1A,1,A,1423,Spectrogram 1,1,2405.578,2454.458191,323.4,671.6,2405.578,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2405.578,DOSP,,6.1
1A,1,A,1463,Spectrogram 1,1,2613.072,2629.317949,270.3,810.8,2613.072,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2613.072,DOSP,,6.1
1A,1,A,1545,Spectrogram 1,1,2572.245,2573.208541,323.9,647.7,2572.245,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2572.245,DOSP,,6.1
1A,1,A,1546,Spectrogram 1,1,2577.427,2578.156166,215.9,701.7,2577.427,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,2577.427,DOSP,,6.1
1A,1,A,1807,Spectrogram 1,1,3545.696,3600.201189,190.5,688.5,3545.696,S-01-312_20190116_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-16/S-01-312_20190116_100007.wav,3545.696,DOSP,,6.1
1B,1,B,70,Spectrogram 1,1,2819.871744,2820.791883,238.1,793.7,2819.872,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2819.872,DOSP,1,6.1
1B,1,B,71,Spectrogram 1,1,2808.465498,2809.385637,238.1,674.6,2808.465,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2808.465,DOSP,1,6.1
1B,1,B,73,Spectrogram 1,1,2797.875224,2798.934252,238.1,833.3,2797.875,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2797.875,DOSP,1,6.1
1B,1,B,75,Spectrogram 1,1,2788.187728,2789.038422,238.1,833.3,2788.188,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2788.188,DOSP,1,6.1
1B,1,B,272,Spectrogram 1,1,70.29305157,74.77221668,277.8,754,70.293,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,70.293,DOSP,1,6.1
1B,1,B,273,Spectrogram 1,1,86.638532,87.10728184,377,813.5,86.639,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,86.639,DOSP,1,6.1
1B,1,B,274,Spectrogram 1,1,92.36769668,92.83644652,297.6,734.1,92.368,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,92.368,DOSP,1,6.1
1B,1,B,276,Spectrogram 1,1,98.24443075,3600.279333,198.4,793.7,98.244,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,98.244,DOSP,,6.1
1B,1,B,437,Spectrogram 1,1,785.6940454,786.6489062,178.6,853.2,785.694,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,785.694,DOSP,1,6.1
1B,1,B,438,Spectrogram 1,1,795.7808474,796.7357082,178.6,853.2,795.781,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,795.781,DOSP,1,6.1
1B,1,B,439,Spectrogram 1,1,805.4162608,806.3711215,138.9,813.5,805.416,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,805.416,DOSP,1,6.1
1B,1,B,440,Spectrogram 1,1,813.2200775,815.8850071,257.9,932.5,813.22,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,813.22,DOSP,1,6.1
1B,1,B,442,Spectrogram 1,1,824.8606985,825.8155592,138.9,813.5,824.861,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,824.861,DOSP,1,6.1
1B,1,B,443,Spectrogram 1,1,831.2582657,835.5898614,198.4,932.5,831.258,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,831.258,DOSP,1,6.1
1C,1,C,181,Spectrogram 1,1,925.0381714,925.8715044,236.2,826.8,925.038,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,925.038,DOSP,,6.1
1C,1,C,184,Spectrogram 1,1,946.9999693,947.5728858,315,748,947,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,947,DOSP,,6.1
1C,1,C,185,Spectrogram 1,1,956.8784381,957.5728823,196.9,826.8,956.878,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,956.878,DOSP,,6.1
1C,1,C,186,Spectrogram 1,1,966.7808882,967.5621379,236.2,826.8,966.781,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,966.781,DOSP,,6.1
1C,1,C,187,Spectrogram 1,1,976.7374819,977.5187316,216.5,807.1,976.737,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,976.737,DOSP,,6.1
1C,1,C,188,Spectrogram 1,1,986.8590062,987.6402559,216.5,807.1,986.859,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,986.859,DOSP,,6.1
1C,1,C,193,Spectrogram 1,1,1006.851436,1007.493796,196.9,748,1006.851,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1006.851,DOSP,,6.1
1C,1,C,196,Spectrogram 1,1,1017.077126,1017.719487,196.9,708.7,1017.077,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1017.077,DOSP,,6.1
1C,1,C,205,Spectrogram 1,1,1027.23131,1027.925754,236.2,669.3,1027.231,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1027.231,DOSP,,6.1
1C,1,C,206,Spectrogram 1,1,1037.613251,1038.307695,295.3,728.3,1037.613,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1037.613,DOSP,,6.1
1C,1,C,207,Spectrogram 1,1,1058.845882,1059.540327,295.3,728.3,1058.846,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1058.846,DOSP,,6.1
